PWN Id,English lemmas,English gloss,English examples,Arabic lemmas or Gap,Arabic gloss,Arabic exampes
1110559,"get the better of, overcome, defeat",win a victory over,You must overcome all difficulties; defeat your enemies; He overcame his shyness; She conquered here fear of mice; He overcame his infirmity; Her anger got the better of her and she blew up,"هَزَمَ, تَغَلَّب على",يهزم شيئاً أو ينجح في التعامل مع الصعوبات أو المشاكل أو ينتصر في نزاع مع أحد,تغلب على خوفه من ركوب الطائرة. تغلب على خصمه في لعبة الشطرنج. تغلب على العقبات
1113439,"make headway, win, get ahead, advance, gain ground, gain, pull ahead","obtain advantages, such as points, etc.","The home team was gaining ground; After defeating the Knicks, the Blazers pulled ahead of the Lakers in the battle for the number-one playoff berth in the Western Conference","أَحْرَزَ, تَقَدَّمَ",يبدأ بالنجاح أو يحصل على ميزات كالفوز بالنقاط الخ ,أحرزت الشرطة تقدماً طفيفاً في التحقيق. من الصعب على المرأة أن تتقدم في السياسة. 
1114241,"tally, score, rack up, hit",gain points in a game,The home team scored many times; He hit a home run; He hit .300 in the past season,"أَحْرَزَ, حَقَّقَ",يحصل على نقاط في لعبة,أحرز خمسين نقطة في الموسم الماضي. حقق رقماً قياسياً في عدد النقاط. سجل الكثير من النقاط في كرة السلة
1116393,keep up,maintain a required pace or level,He could not keep up and dropped out of the race,صَمَدَ,يحافظ على نفس السرعة أو المستوى,صمد طول فترة الجري حتى استطاع الفوز
1118865,yield,cease opposition; stop fighting,,اِسْتَسْلَمَ,يتوقف عن المعارضة والنزاع ويقبل الهزيمة,يواجه الشجعان الظلم ويرفضون الاستسلام
1119003,"hold out, stand firm, withstand, resist",stand up or offer resistance to somebody or something,,"صَمَدَ, قَاوَمَ",يستمر في الصبر وفي الدفاع عن نفسه ضد شخص أو شيء دون أن يهزم,لم أستطع الصمود أمام الطعام اللذيذ. سنقاوم العدو بكل ما أوتينا من قوة
1120499,submit,yield to the control of another,,"خَضَعَ, أَذْعَنَ",يستسلم لسيطرة الآخر,في النهاية كان عليهم الخضوع للأوامر. أذعنت الحكومة لمطالب المحتجين
1120867,"attack, aggress",take the initiative and go on the offensive,The Serbs attacked the village at night; The visiting team started to attack, هاجم,يبادر ويشرع في الهجوم,تهاجم الحيوانات البرية فرائسها
1121587,"attack, assail",launch an attack or assault on; begin hostilities or start warfare with,"Hitler attacked Poland on September 1, 1939 and started World War II; Serbian forces assailed Bosnian towns all week",هَجَم,يشن الهجوم ويبدأ الحرب بعنف مع أحدهم,هجم الصرب على القرى البوسنية طيلة أسبوع كامل
1122368,rush,attack suddenly,,هَاجَمَ,يهجم فجأة,هاجم الثور المزارع فجأة
1122487,"set on, attack, assail, assault",attack someone physically or emotionally,The mugger assaulted the woman; Nightmares assailed him regularly,"هَاجَم, تَهَجَّمَ",يهجم ويعتدي على أحد بإيذائه جسدياً بالضرب وما شابه أو معنوياً كالانتقاد والشتم والتجريح,هاجموا السياسي بانتقاداتهم المستمرة له. تهجم بعض الرعاع على طفل بريء
1124145,"bear down, charge","to make a rush at or sudden attack upon, as in battle",he saw Jess charging at him with a pitchfork,هَجَمَ,"يندفع هاجماً فجأة، كما في معركة",هجم عليه فجأة بالعصا
1127799,gas,attack with gas; subject to gas fumes,The despot gassed the rebellious tribes,GAP,"يهجم باستخدام الغاز، يجعله عرضة للدخان",أطلق الأمن الغاز على مجموعة المشاغبين
1128150,mine,lay mines,The Vietnamese mined Cambodia,GAP,يزرع الألغام المتفجرة داخل الأرض,زرع الجيش الألغام في كامل الحقل
1128477,"storm, surprise",attack by storm; attack suddenly,,اِقْتَحَمَ,يهاجم مكاناً أو مبنىً فجأة أو بالدخول السريع الغاضب,اقتحم الضباط المبنى الذي احتله المتظاهرون. اقتحم مئات الجنود القلعة
1128786,"invade, occupy",march aggressively into another's territory by military force for the purposes of conquest and occupation,"Hitler invaded Poland on September 1, 1939",غَزَا,يزحف بشراسة إلى دولة أخرى بالقوة العسكرية لغزوها واحتلالها,كان الحلفاء مستعدون لغزو ألمانيا. تنتظر القوات إشارة لتغزو
1129272,"seal off, blockade",impose a blockade on,,حَاصَرَ,يُطوّق بلداً أو مكاناً بالجنود والسفن وما إلى ذلك لمنع الأشخاص أو البضائع من الدخول والخروج,حوصرت مصافي النفط مما أدى لارتفاع أسعار الوقود. عندما تُحاصَر الدولة اقتصادياً فإن اقتصادها ينهار
1129837,"beleaguer, besiege, surround, hem in, circumvent",surround so as to force to give up,The Turks besieged Vienna,حَاصَرَ,يحاوط المكان أو الشخص ليجبره على الاستسلام,حوصرت البلدة لمدة شهرين لكنها ما زالت تقاوم
1130221,defend,be on the defensive; act against an attack,,دَافَعَ,يحمي شخصاً أو شيئاً ضد الهجوم,يدافع الجيش عن بلاده. دافع عن نفسه ضد الاتهامات
1130619,protect,"shield from danger, injury, destruction, or damage",Weatherbeater protects your roof from the rain,"وَقَى, حَمَى","يشكل حماية من الخطر، الأذى، الدمار أو الضرر",ملابس الصوف تقي من البرد. تعمل الشركة على حماية مصالحها المالية في البلاد. 
1131627,cover,hold within range of an aimed firearm,,غَطَّى,يحمي المجال المستهدف للسلاح,غطت الطائرات المنطقة جوياً. جميع المخارج مغطاة لذا لا يمكنهم الهروب
1132136,protect,use tariffs to favor domestic industry,,حَمَى,يستخدم التعرفة الجمركية لتقييد المنافسة على  الصناعة المحلية,التعريفات الجمركية على البضائع المستوردة تحمي الصناعات المحلية
1136251,"discharge, fire",cause to go off,fire a gun; fire a bullet,أَطْلَقَ,يعمل على إطلاق النار من السلاح,يطلق النار من المسدس. يطلق الرصاص
1136664,"discharge, fire, go off",go off or discharge,The gun fired,أَطْلَقَ,تنطلق النار من السلاح,أطلق المسدس الرصاصة
1136948,cannon,fire a cannon,,GAP,يطلق النار من مدفعية,قُصِفت المدينة بالمدافع الثقيلة
1137207,shoot,fire a shot,,GAP,يطلق قذيفة من سلاح ما,أطلق الجنود النار على العدو
1137645,overshoot,shoot beyond or over (a target),,GAP,لا يصيب هدفه فيذهب بعيداً أو يتجاوزه دون قصد,تجاوز الصاروخ هدفه وضرب الجبل
1137797,trigger,release or pull the trigger on,Trigger a gun,قَدَحَ,يسحب الزناد ويحرره ليطلق النار,قدح الزناد استعداداً للإطلاق
1137927,"snipe, sharpshoot",aim and shoot with great precision,,قَنَصَ,يصوّب بدقة كبيرة نحو الهدف ثم يرمي عليه,قنص الصياد الأرنب
1139040,gun,shoot with a gun,,GAP,يستخدم البندقية سلاحاً يطلق منه النار,عادة ما يتم اصطياد الحيوانات أو الطيور بإطلاق النار عليها من البندقية
1139261,machine gun,shoot with a machine gun,,GAP,يستخدم المدفع الرشاش سلاحاً يطلق منه النار,يُستخدم المدفع الرشاش كسلاح أوتوماتيكي يرش النار سريعاً على الهدف
1139564,"pip, shoot, hit",hit with a missile from a weapon,,"قَذَفَ, ضَرَبَ, أَطْلَقَ",يرمي قذيفة من أحد الأسلحة,قذفت المدفعية عدة صواريخ. ضُرِبت المدينة بقذائف الهاون. أطلق النار من مسدسه
