Id,English lemmas,English gloss,English examples,Arabic lemmas (by the translator),Arabic gloss,Arabic exampes,Deleted lemmas,New lemmas,Phrase,(Synset after cleaning_cleaned lemmas) or GAP
1211755,"hit, strike","affect or afflict suddenly, usually adversely",We were hit by really bad weather; He was stricken with cancer when he was still a teenager; The earthquake struck at midnight,"اِبْتَلَى, أَصَابَ, ضَرَبَ",يؤثر أو يصيب بشكل مفاجئ ( سلبي عادة ),ابتُلينا بموجة حر قوية هذه الأيام. أصيب بمرض مزمن. ضرب زلزال البلاد,,,,"اِبْتَلَى, أَصَابَ, ضَرَبَ"
1212242,"finger, feel",examine by touch,Feel this soft cloth!; The customer fingered the sweater,"تَلَمَّسَ, جَسَّ,[ لَمَسَ],[ مَسَّ]",يفحص شيئاً باللمس,تلمّستْ جبين طفلها لتعرف حرارته. جس نبضه ليتأكد أنه حيّ. ,"  لَمَسَ ,  مَسَّ ",,,"تَلَمَّسَ, جَسَّ"
1212517,"finger, thumb",feel or handle with the fingers,finger the binding of the book,"[اِجْتَسَّ], تَلَمَّسَ, [مَسَّ]",يضع أصابعه بخفة على الشيء ليشعر به,تلمّست فرو القطة الناعم," اِجْتَسَّ ,  مَسَّ ",,,تَلَمَّسَ
1213301,"handle, palm","touch, lift, or hold with the hands",Don't handle the merchandise,"[مَسَكَ], لَمَسَ",يستخدم راحة يده للمس أو الالتقاط أو الإمساك,لا تلمس أياً من الأشياء الموضوعة هناك, مَسَكَ ,,,لَمَسَ
1214263,manipulate,hold something in one's hands and move it,,"[شَغَّلَ], حَرَّكَ",يمسك بالشيء بيديه بمهارة ويحركه,يمسك قلم الرصاص ويحركه على الورق. يحرّك الآلة, شَغَّلَ ,,,حَرَّكَ
1214794,"guide, run, draw, pass",guide or pass over something,He ran his eyes over her body; She ran her fingers along the carved figurine; He drew her hair through his fingers,مَرَّرَ,يمرّ على شيء ما,مرر أصابعه على التحفة الفنية. مررت عيناها على كامل المتجر,,,,مَرَّرَ
1215136,"prehend, seize, clutch",take hold of; grab,The sales clerk quickly seized the money on the counter; She clutched her purse; The mother seized her child by the arm; Birds of prey often seize small mammals,"أمْسَكَ, مَسَكَ",يتمسك به ويجعله في حيازته,أمسك ذراعه بقسوة. مسكت محفظتها,,,,"أمْسَكَ, مَسَكَ"
1215710,snatch,to make grasping motions,the cat snatched at the butterflies,"اِخْتَطَفَ, [خَطَفَ], اِنْتَزَعَ",يأخذ الأشياء فجأة بقوة وسرعة,اختطف حقيبتها أثناء سيرها في الطريق. انتزع الصور من يدي قبل أن أراها, خَطَفَ ,,,"اِخْتَطَفَ, اِنْتَزَعَ"
1216178,seize,take or capture by force,The terrorists seized the politicians; The rebels threaten to seize civilian hostages,"[ وَضَعَ اليَد عَلَى], اٍحْتَجَزَ",يأخذ الشيء بالغصب والقوة,استولى الجيش على معظم المدن. احتجز المتمردون عشرة رهائن. ,  وَضَعَ اليَد عَلَى ,,إسْتَوْلَى عَلَى,اٍحْتَجَزَ
1216829,"take, get hold of","get into one's hands, take physically","Take a cookie!; Can you take this bag, please","[مَسَكَ], [أَمْسَكَ], أَخَذَ",يأخذ شيئاً بيده,أخذ الطفل قطعة الحلوى," مَسَكَ ,  أَمْسَكَ ",,,أَخَذَ
1217701,"collar, arrest, nail, pick up, nab, cop, apprehend",take into custody,the police nabbed the suspected criminals,"[أمْسَكَ], اِعْتَقَلَ, اِحْتَجَزَ, [حَبَسَ], ",يأخذه للاعتقال أو الاحتجاز,تم اعتقال المشتبه به. احتُجز المجرم رهن التحقيق. تم القبض على اللص عندما غادر المحل," أمْسَكَ ,  حَبَسَ , ",,قَبَضَ على,"اِعْتَقَلَ, اِحْتَجَز"
1217985,"capture, catch, get","succeed in catching or seizing, especially after a chase",We finally got the suspect; Did you catch the thief?,أمْسَكَ,ينجح في إدراك الشيء وإمساكه بعد اللحاق به,"استطاعت الشرطة الإمساك بالمشتبه به أخيراً. لقد قبضت عليك أيها الشقي، إلى أين ستهرب؟",,,قَبَضَ عَلَى,أمْسَكَ
1218568,"grasp, hold on",hold firmly,,أَمْسَكَ,يمسك الشيء بسرعة ثم يُحكم عليه بقوة وإحكام,عليك إمساك حقيبتك جيداً في الأماكن المزدحمة,,,,أَمْسَكَ
1218895,"hang, cling",hold on tightly or tenaciously,hang on to your father's hands; The child clung to his mother's apron,تَمَسَّكَ,يتعلق بالشيء بإحكام ويتشبث به,تمسّكَ بالضفة قبل أن يجرفه النهر,,,,تَمَسَّكَ
1219086,clasp,hold firmly and tightly,,مَسَكَ,أمسك الشيء بيده بقوة وثبات,امسك الإناء جيداً حتى لا يسقط أرضاً. مسكت ابنها بين ذراعيها,,,,مَسَكَ
1219234,"hold, take hold",have or hold in one's hands or grip,"Hold this bowl for a moment, please; A crazy idea took hold of him","[مَسَكَ], حَمَلَ, أَمْسَكَ, [أَخَذَ]",يمسك شيئاٌ بيده لفترة وجيزة,حمل الأب الطفل ريثما يجهز طعامه. أمسك هذه لحظة من فضلك," مَسَكَ ,  أَخَذَ ",,,"حَمَلَ, أَمْسَكَ"
1219607,"hold up, support, sustain, hold",be the physical support of; carry the weight of,The beam holds up the roof; He supported me with one hand while I balanced on the beam; What's holding that mirror?,"[مَسَكَ], [أَمْسَكَ], سَنَدَ",يشكل داعماً يستند عليه شيء ما أو يحمل وزنه,"اسندني لحظة من فضلك، لا أستطيع الوقوف"," مَسَكَ ,  أَمْسَكَ ",,,سَنَدَ
1223449,"cling, adhere, cohere, cleave, stick",come or be in close contact with; stick or hold together and resist separation,The dress clings to her body; The label stuck to the box; The sushi rice grains cohere,إلْتَصَقَ,يكون ملامساً لشيء بشكل لا يمكن فكّه أو انفصاله,ابتلت ملابسي والتصقت بجسدي. ,,,,إلْتَصَقَ
1225209,twist,turn in the opposite direction,twist one's head,"فَتَلَ, لَوَى, [عَقَفَ],[ جَدَلَ]",يلف الشيء في الاتجاه المعاكس,فتل رأسه إلى الخلف لينظر وراءه. لوى كاحله وهو يركل الكرة," عَقَفَ ,  جَدَلَ ",,,"فَتَلَ, لَوَى"
1226180,"curl, wave",twist or roll into coils or ringlets,"curl my hair, please","جَعَّدَ,[ لَفَّ]",يجعله بشكل لفائف أو حلقات,أريد تجعيد خصلات شعري من فضلك. ,  لَفَّ ,,,جَعَّدَ
1226565,grip,hold fast or firmly,He gripped the steering wheel,"[أمْسَكَ], [مَسَكَ], [قَبَضَ]، ( سيطر )",يمسك بإحكام شديد,سيطر على عجلة القيادة بقوة. سيطر عليها شعور الحماس," أمْسَكَ ,  مَسَكَ ,  قَبَضَ ",  سيطر  ,, سيطر 
1226979,"handle, wield",handle effectively,The burglar wielded an axe,gap,يُسَخّر الشيء ليستفيد منه بشكل فعال ,إنه يستخدم جاذبيته ببراعة وذكاء للتأثير على الجمهور,,,اٍسْتَخْدَمَ بِبَرَاعَة,GAP
1227308,"operate, control",handle and cause to function,do not operate machinery after imbibing alcohol; control the lever,"شَغَّلَ, [ضَبَطَ]",يُشغل الشيء ويجعله يعمل,لا تشغل الآليات وأنت تحت تأثير الكحول., ضَبَطَ ,,,شَغَّلَ
1228779,caress,touch or stroke lightly in a loving or endearing manner,He caressed her face; They caressed in the back seat of the taxi,"دَاعَبَ, رَبَّتَ,[ تَلَمَّسَ], مَسَّدَ",يلمس أو يضرب أو يقبّل شخصاً ما بطريقة لطيفة ومحبة,كان النسيم يداعب الأشجار. ربت الأب على كتف ابنته. مسّدت الأم خد طفلها,  تَلَمَّسَ ,,,"دَاعَبَ, رَبَّتَ, مَسَّدَ"
1230239,"perforate, penetrate","pass into or through, often by overcoming resistance",The bullet penetrated her chest,"اِخْتَرَقَ, ثَقَبَ","يمرّ خلال شيء اختراقاً، محدثاً ثقباً أو ثقوباً ودون مقاومة",اخترقت الرصاصة الجدار. يثقب الورق,,,,"اِخْتَرَقَ, ثَقَبَ"
1231088,break,become punctured or penetrated,The skin broke,تَشَقَّقَ,يصبح تالفاً بالانفصال أو الانثقاب,تشقّق الدهان. تشقّق الجلد,,,,تَشَقَّقَ
1232540,"poke, jab, stab, dig, prod",poke or thrust abruptly,he jabbed his finger into her ribs,"[نَخَسَ], [غَرَزَ], وَكَزَ, [نَخَزَ]",وخز أو أقحم فجأة وبقوة,وكزني بعصاته كي أبتعد عن ساحته الخاصة. ," نَخَسَ ,  غَرَزَ ,  نَخَزَ ",,,وَكَزَ
1233274,"prod, incite, egg on",urge on; cause to act,"They other children egged the boy on, but he did not want to throw the stone through the window","[حَرَّض], حَثَّ",يلحّ عليه ويشجعه ليفعل شيئاً,لا ينجز الأمور حتى أحثه عليها. حثته أمه على إنهاء واجباته, حَرَّض ,,,حَثَّ
1234216,"knife, stab",use a knife on,The victim was knifed to death,"[جَرَحَ بِسِكِّين], طَعَنَ,[ قَتَلَ بِسِكِّين]",يستخدم السكين لغرض القتل,تم طعن الضحية بسكين في الصدر," جَرَحَ بِسِكِّين ,   قَتَلَ بِسِكِّين ",,,طَعَنَ
1235591,"dab, pat",hit lightly,pat him on the shoulder,رَبَّتَ,يضرب برفق على الكتف أو الجنب,ربّتت الأم على ظهر صغيرها لينام,,,,رَبَّتَ
1237919,"work, knead",make uniform,knead dough; work the clay until it is soft,"[جَبَلَ], عَجَنَ,[ دَلَّكَ]",يضغط بإحكام على العجين أو الطين بشكل متكرر لتصبح وحدة واحدة ذات قوام ناعم وطري,يعجن العجين ليصنع الخبز. يعجن الطين ليصنع تمثالاً," جَبَلَ ,   دَلَّكَ ",,,عَجَنَ
1238728,"strike, impinge on, run into, hit, collide with",hit against; come into sudden contact with,The car hit a tree; He struck the table with his elbow,"اِصْطَدَمَ بـِ,[ رَطَمَ], ضَرَبَ,[ صَدَمَ]",تُضرب الأشياء ببعضها بشكل مفاجئ وعنيف,اصطدمت الشاحنتان على الطريق. ضرب يده على الطاولة بقوة,"  رَطَمَ ,   صَدَمَ ",,,"اِصْطَدَمَ بـِ , ضَرَبَ"
1240465,miss,fail to reach,The arrow missed the target,أَخْطَأَ,عدم القدرة على الصول إلى شيء ما أو الفشل في ذلك,أخطأ اللاعب المرمى,,,,أَخْطَأَ
1242183,"bump, knock",knock against with force or violence,My car bumped into the tree,"اِصْطَدَمَ, اِرْتَطَمَ,[ رَطَمَ], [صَدَمَ]",تُضرب الأشياء ببعضها بقوة أو بعنف,اصطدمت السيارة بالشجرة. ارتطم كتفه في الجدار. ,"  رَطَمَ ,  صَدَمَ ",,,"اِصْطَدَمَ, اِرْتَطَمَ"
1243284,brush,touch lightly and briefly,He brushed the wall lightly,مَسَّ,يلمس بخفة وسرعة,مسّت شفتاه خدها,,,,مَسَّ
1245396,"bang, slam",close violently,He slammed the door shut,"[أغْلَقَ بِعُنْف], صَفَقَ",يغلق الشيء بعنف وقوة,صفق الباب وهو غاضب, أغْلَقَ بِعُنْف ,,,صَفَقَ
1245712,draw,move or pull so as to cover or uncover something,draw the shades; draw the curtains,سَحَبَ,يسحبه أو يحركه من أجل تغطية أو كشف شيء ما,سحبتُ الستائر ليدخل ضوء الشمس,,,,سَحَبَ
1246546,brush,clean with a brush,She brushed the suit before hanging it back into the closet,GAP,ينظف الشيء باستخدام الفرشاة,يجب أن تنظف أسنانك بالفرشاة يومياً,,,نَظَّفَ بِالفُرْشَاة,GAP
