PWN Synset ID,English lemmas,English Gloss,English Examples,Arabic lemmas or Gap,Arabic gloss,Arabic examples,Phrase
9449666,sea,a division of an ocean or a large body of salt water partially enclosed by land,,بَحْر,مساحة واسعة من المياه المالحة التي تكون قسماً من المحيط وتحيطها اليابسة,أمواج البحر كانت مرتفعة اليوم.    أبحرت السفينة في مياه البحر الهادئة,
9451197,"coast, seashore, seacoast, sea-coast",the shore of a sea or ocean,, سَاحِل,الأرض المحاذية للبحر,يبلغ طول الساحل لهذه المدينة حوالي 15 كم,
9451645,section,a very thin slice (of tissue or mineral or other substance) for examination under a microscope,sections from the left ventricle showed diseased tissue,مَقْطَع,شريحة رفيعة جداً مأخوذة من مادة ما من أجل فحصها ودراستها تحت المجهر,أخذ العالم مقطعاً عرضياً من ساق النبتة ليختبره تحت المجهر,
9452291,segment,one of the parts into which something naturally divides,a segment of an orange, فِلْقَة,أحد الأقسام التي ينقسم إليه شيء ما بشكل طبيعي,تنقسم بذور النباتات إلى أحادية الفلقة وثنائية الفلقة,
9454964,sheet,any broad thin expanse or surface,a sheet of ice,لَوْح,امتداد أو سطح  لوحي رفيع ,"لوح خشب، لوح الجليد",
9455334,"eggshell, shell",the exterior covering of a bird's egg,,قِشْرَة البَيْضَة,الغلاف الخارجي الصلب لبيضة الطائرأو الحيوان,يجب إزالة قشرة البيضة قبل تناولها,
9456038,"shallow, shoal",a stretch of shallow water,,ضَحْل,امتداد لكتلة مياه قليلة العمق,لا يمكن للسفينة الإبحار في الماء الضحل,ماء ضحل
9456346,shore,the land along the edge of a body of water,,شَاطِئ,امتداد الأرض على طول الكتلة المائية,يوجد الكثير من الأصداف الرائعة على شاطئ البحر,
9459612,sky,the atmosphere and outer space as viewed from the earth,,سَمَاء,الفضاء الواسع الذي تجري فيه الكواكب وما يشاهد في الأرض كقبة زرقاء,جلستْ  على الشرفة تتأمل النجوم في السماء,
9460145,slice,a thin flat piece cut off of some object,,شَرِيحَة,قطعة مرققة مقطوعة من شيء,"شريحة لحم،   شريحة خبز",
9460358,"slope, side, incline",an elevated geological formation,he climbed the steep slope; the house was built on the side of a mountain, مُنْحَدَر,سطح مائل في أحد التضاريس نزولاً من أعلى لأسفل,تقع القرية على منحدر الجبل,
9466357,"spring, outflow, outpouring, fountain, natural spring",a natural flow of ground water,,"عَيْن, يُنْبُوع",مخرج الماء الذي تتدفق منه المياه الجوفية ويشكل بركة,يؤدي هطول الامطار الغزيرة إلى تدفق المياه في العيون. توجد الكثير من ينابيع المياه الساخنة,
9467004,star,(astronomy) a celestial body of hot gases that radiates energy derived from thermonuclear reactions in the interior,,نَجْم,"(فلك) أحد الأجرام السماوية المضيئة بذاتها بسبب التفاعلات النووية الحرارية داخلها، وتكون مواضعها ثابتة",الشمس هي النجم المركزي للمجموعة الشمسية,
9469019,"strait, sound",a narrow channel of the sea joining two larger bodies of water,,مَضِيق,قناة ضيقة طولية في البحر تربط مسطحين مائيين كبيرين وتقع بين مساحتين كبيرتين من اليابسة,"مضيق جبل طارق، مضيق ماجلان، مضيق باب المندب، مضيق هرمز",
9471510,"stream, watercourse",a natural body of running water flowing on or under the earth,,مَجْرى مَائِي,كتلة مائية من المياه الجارية المتدفقة طولياً على سطح الأرض أو تحته,الأنهار والقنوات تعتبر مجارٍ مائية,
9472094,stretch,a large and unbroken expanse or distance,a stretch of highway; a stretch of clear water,اِمْتِدَاد,مساحة كبيرة ممتدة لا يقطعها شيء,"امتداد المياه، امتداد الحقول",
9472659,strip,a relatively long narrow piece of something,he felt a flat strip of muscle,شَرِيط,قطعة طولانية وضيقة من شيء ,"الشريط الساحلي، شريط لاصق",
9473312,sun,a typical star that is the source of light and heat for the planets in the solar system,the sun contains 99.85% of the mass in the solar system,شَمْس,النجم المركزي للمجموعة الشمسية تدور حولها الأرض والكواكب وهي مصدر الضوء والحرارة لها,تشرق الشمس من الشرق وتغرب من الغرب,
9473857,supergiant,an extremely bright star of very large diameter and low density,,النجم العِمْلاق,نجم فائق السطوع ذو قطر كبير جداً وكثافة منخفضة وأكبر آلاف المرات من الشمس,"العملاق الأزرق، العملاق الأحمر هي نجوم عملاقة",
9474647,"surface, earth's surface",the outermost level of the land or sea,earthquakes originate far below the surface; three quarters of the Earth's surface is covered by water,سَطْح الأَرْض,الطبقة الخارجية للأرض والمتمثلة  في اليابسة والمياه,تعيش جميع الكائنات الحية على سطح الأرض,
9475783,"swath, belt",a path or strip (as cut by one course of mowing),, حِزَام,ممر شريطي  طولاني   كالذي تخلفه آلة قص الأعشاب,نظف الحزام من العشب الفائض,
9479499,terrestrial planet,a planet having a compact rocky surface like the Earth's; the four innermost planets in the solar system,,كَوْكَب أرْضِيّ,كوكب متكون أساساً من الصخور  والمعادن  مثل كوكب الأرض وهي الكواكب الأربعة القريبة من الشمس,الكواكب الأرضية هي عطارد والزهرة والأرض والمريخ,
9483442,trail,a track or mark left by something that has passed,there as a trail of blood; a tear left its trail on her cheek,أثَر,علامة تركها شيء ما كان قد مر من المكان,ترك الكلب أثراً للطين على السجادة,أثر عين/ أثر مادي
9488589,"unit, building block",a single undivided natural thing occurring in the composition of something else,units of nucleic acids,وَحْدَة أَسَاسِيَّة,مكون طبيعي أساسي  يدخل في تركيب شيء آخر,الوحدات الأساسية للبروتين,
